# Метеостанция Нижний Новгород, Россия, WMO_ID=27459, выборка с 01.01.2022 по 01.06.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27459&lang=ru
#
"Местное время в Нижнем Новгороде";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.03.2022 03:00";"-0.7";"759.3";"774.4";"0.2";"51";"Ветер, дующий с запада";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.7";"";"";"";"";"";"";
"22.03.2022 00:00";"-1.4";"759.1";"774.2";"0.3";"50";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.5";"";"";"";"";"";"";
"21.03.2022 21:00";"0.3";"758.8";"773.8";"1.8";"45";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.5";"";"";"";"";"";"";
"21.03.2022 18:00";"5.3";"757.0";"771.7";"2.0";"29";"Ветер, дующий с севера";"2";"4";"10";"20–30%.";" ";"";"";"";"6.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-11.3";"Осадков нет";"12";"";"";"";"";
"21.03.2022 15:00";"6.8";"755.0";"769.6";"1.4";"38";"Ветер, дующий с севера";"4";"9";"13";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"";"";"";"";"";"";
"21.03.2022 12:00";"5.7";"753.6";"768.1";"0.5";"57";"Ветер, дующий с северо-северо-запада";"3";"8";"11";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.2";"";"";"";"";"";"";
"21.03.2022 09:00";"3.2";"753.1";"767.9";"-0.4";"72";"Ветер, дующий с северо-запада";"3";"5";"10";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.4";"";"";"";"";"";"";
"21.03.2022 06:00";"-0.1";"753.5";"768.4";"-1.4";"85";"Ветер, дующий с западо-северо-запада";"2";"4";"6";"20–30%.";" ";"";"";"-0.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-2.3";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"44.0";
"21.03.2022 03:00";"1.6";"754.9";"769.7";"0.0";"77";"Ветер, дующий с северо-запада";"2";"5";"7";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.0";"";"";"";"";"";"";
"21.03.2022 00:00";"2.4";"754.9";"769.7";"-0.3";"72";"Ветер, дующий с западо-северо-запада";"3";"7";"9";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.2";"";"";"";"";"";"";
"20.03.2022 21:00";"3.5";"755.2";"769.9";"0.2";"65";"Ветер, дующий с северо-запада";"3";"8";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.6";"";"";"";"";"";"";
"20.03.2022 18:00";"6.0";"755.0";"769.6";"-0.8";"53";"Ветер, дующий с западо-северо-запада";"2";"6";"9";"Облаков нет.";" ";"";"";"";"7.7";"";"";"";"";"";"10.0";"-3.0";"Осадков нет";"12";"";"";"";"";
"20.03.2022 15:00";"7.5";"755.8";"770.4";"-1.5";"45";"Ветер, дующий с северо-запада";"3";"6";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"20.03.2022 12:00";"4.9";"757.3";"772.0";"-2.0";"43";"Ветер, дующий с запада";"3";"6";"7";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.9";"";"";"";"";"";"";
"20.03.2022 09:00";"-0.9";"759.3";"774.4";"-1.5";"65";"Ветер, дующий с запада";"2";"5";"5";"70 – 80%.";" ";"";"";"-3.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.8";"";"";"";"";"";"";
"20.03.2022 06:00";"-3.3";"760.8";"776.0";"-1.0";"62";"Ветер, дующий с запада";"2";"4";"4";"Облаков нет.";" ";"";"";"-3.3";"";"";"";"";"";"";"10.0";"-9.6";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"44.0";
"20.03.2022 03:00";"-2.8";"761.8";"777.1";"-0.9";"59";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.7";"";"";"";"";"";"";
"20.03.2022 00:00";"-0.5";"762.7";"777.8";"-0.4";"58";"Ветер, дующий с западо-северо-запада";"1";"3";"4";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"19.03.2022 21:00";"1.5";"763.1";"778.1";"-0.6";"52";"Ветер, дующий с западо-северо-запада";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-7.3";"";"";"";"";"";"";
"19.03.2022 18:00";"4.4";"763.7";"778.6";"-1.2";"40";"Ветер, дующий с запада";"1";"3";"5";"Облаков нет.";" ";"";"";"";"6.6";"";"";"";"";"";"10.0";"-8.3";"Осадков нет";"12";"";"";"";"";
"19.03.2022 15:00";"5.8";"764.9";"779.8";"-0.9";"33";"Ветер, дующий с западо-юго-запада";"2";"4";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.2";"";"";"";"";"";"";
"19.03.2022 12:00";"3.0";"765.8";"780.8";"-0.5";"36";"Ветер, дующий с запада";"2";"5";"5";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.7";"";"";"";"";"";"";
"19.03.2022 09:00";"-1.0";"766.3";"781.5";"0.3";"39";"Ветер, дующий с запада";"1";"2";"3";"20–30%.";" ";"";"";"-5.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-13.2";"";"";"";"";"";"";
"19.03.2022 06:00";"-5.6";"766.0";"781.5";"0.1";"57";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-5.6";"";"";"";"";"";"";"10.0";"-12.9";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"45.0";
"19.03.2022 03:00";"-5.0";"765.9";"781.4";"0.1";"58";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-12.1";"";"";"";"";"";"";
"19.03.2022 00:00";"-3.8";"765.8";"781.2";"0.1";"57";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.2";"";"";"";"";"";"";
"18.03.2022 21:00";"-2.1";"765.7";"781.0";"0.6";"58";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.4";"";"";"";"";"";"";
"18.03.2022 18:00";"1.1";"765.1";"780.3";"0.2";"43";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"4.6";"";"";"";"";"";"10.0";"-10.3";"Осадков нет";"12";"";"";"";"";
"18.03.2022 15:00";"3.1";"764.9";"779.9";"0.0";"33";"Ветер, дующий с западо-северо-запада";"1";"2";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.6";"";"";"";"";"";"";
"18.03.2022 12:00";"0.4";"764.9";"780.1";"0.0";"36";"Ветер, дующий с западо-северо-запада";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.1";"";"";"";"";"";"";
"18.03.2022 09:00";"0.4";"764.9";"780.1";"0.3";"36";"Ветер, дующий с западо-северо-запада";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.1";"";"";"";"";"";"";
"18.03.2022 06:00";"-7.8";"764.6";"780.2";"-0.4";"52";"Ветер, дующий с западо-северо-запада";"1";"2";"3";"60%.";" ";"";"";"-7.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-16.0";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"45.0";
"18.03.2022 03:00";"-6.5";"765.0";"780.5";"-0.3";"43";"Ветер, дующий с западо-северо-запада";"1";"3";"3";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-17.2";"";"";"";"";"";"";
"18.03.2022 00:00";"-5.9";"765.3";"780.8";"0.1";"34";"Ветер, дующий с западо-северо-запада";"1";"2";"3";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-19.2";"";"";"";"";"";"";
"17.03.2022 21:00";"-4.4";"765.2";"780.7";"-0.2";"34";"Ветер, дующий с запада";"1";"2";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.9";"";"";"";"";"";"";
"17.03.2022 18:00";"-1.9";"765.4";"780.7";"-0.8";"25";"Ветер, дующий с северо-запада";"1";"3";"5";"Облаков нет.";" ";"";"";"";"-0.3";"";"";"";"";"";"10.0";"-19.4";"Осадков нет";"12";"";"";"";"";
"17.03.2022 15:00";"-0.8";"766.2";"781.5";"-0.8";"22";"Ветер, дующий с западо-северо-запада";"2";"4";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.1";"";"";"";"";"";"";
"17.03.2022 12:00";"-1.8";"767.0";"782.3";"0.2";"24";"Ветер, дующий с востока";"1";"2";"6";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-20.0";"";"";"";"";"";"";
"17.03.2022 09:00";"-6.3";"766.8";"782.4";"1.1";"33";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-20.2";"";"";"";"";"";"";
"17.03.2022 06:00";"-11.2";"765.7";"781.5";"0.5";"54";"Ветер, дующий с северо-северо-востока";"1";"";"3";"Облаков нет.";" ";"";"";"-11.6";"";"";"";"";"";"";"10.0";"-18.8";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"17.03.2022 03:00";"-8.7";"765.2";"780.9";"0.7";"47";"Ветер, дующий с востоко-северо-востока";"2";"3";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.1";"";"";"";"";"";"";
"17.03.2022 00:00";"-7.6";"764.5";"780.2";"0.5";"45";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.6";"";"";"";"";"";"";
"16.03.2022 21:00";"-5.4";"764.0";"779.5";"0.8";"38";"Ветер, дующий с востоко-северо-востока";"2";"";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.7";"";"";"";"";"";"";
"16.03.2022 18:00";"-3.1";"763.2";"778.5";"0.4";"28";"Ветер, дующий с востоко-северо-востока";"2";"6";"7";"Облаков нет.";" ";"";"";"";"-1.4";"";"";"";"";"";"10.0";"-19.1";"Осадков нет";"12";"";"";"";"";
"16.03.2022 15:00";"-1.9";"762.8";"778.0";"-0.4";"27";"Ветер, дующий с северо-северо-востока";"3";"7";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.7";"";"";"";"";"";"";
"16.03.2022 12:00";"-3.5";"763.2";"778.6";"0.2";"31";"Ветер, дующий с востоко-северо-востока";"3";"6";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.2";"";"";"";"";"";"";
"16.03.2022 09:00";"-6.8";"763.0";"778.5";"0.6";"50";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"Облаков нет.";" ";"";"";"-10.8";"";"";"";"";"";"";"10.0";"-15.6";"";"";"";"";"";"";
"16.03.2022 06:00";"-10.4";"762.4";"778.1";"0.3";"75";"Ветер, дующий с северо-востока";"2";"";"4";"Облаков нет.";" ";"";"";"-10.5";"";"";"";"";"";"";"10.0";"-14.0";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"16.03.2022 03:00";"-8.5";"762.1";"777.7";"0.3";"69";"Ветер, дующий с северо-востока";"2";"4";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.3";"";"";"";"";"";"";
"16.03.2022 00:00";"-6.7";"761.8";"777.4";"0.2";"70";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"15.03.2022 21:00";"-5.0";"761.6";"777.0";"0.7";"59";"Ветер, дующий с северо-востока";"2";"4";"5";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"10.0";"-11.8";"";"";"";"";"";"";
"15.03.2022 18:00";"-3.8";"760.9";"776.2";"0.7";"55";"Ветер, дующий с северо-востока";"1";"2";"7";"20–30%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-2.1";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-11.7";"Следы осадков";"12";"";"";"";"";
"15.03.2022 15:00";"-2.9";"760.2";"775.4";"0.5";"52";"Ветер, дующий с северо-востока";"2";"5";"8";"100%.";"Ливневый снег или ливневый дождь и снег. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-11.4";"";"";"";"";"";"";
"15.03.2022 12:00";"-3.8";"759.7";"775.0";"1.0";"70";"Ветер, дующий с северо-северо-востока";"3";"7";"7";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-8.5";"";"";"";"";"";"";
"15.03.2022 09:00";"-4.3";"758.7";"773.9";"1.5";"72";"Ветер, дующий с северо-востока";"2";"5";"8";"70 – 80%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.7";"";"";"";"";"";"";
"15.03.2022 06:00";"-4.4";"757.2";"772.5";"1.5";"81";"Ветер, дующий с северо-северо-востока";"2";"5";"6";"70 – 80%.";" ";"";"";"-4.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.2";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"15.03.2022 03:00";"-4.3";"755.7";"770.9";"1.3";"83";"Ветер, дующий с севера";"2";"5";"7";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-6.8";"";"";"";"";"";"";
"15.03.2022 00:00";"-4.5";"754.4";"769.6";"1.3";"84";"Ветер, дующий с севера";"3";"6";"8";"70 – 80%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.9";"";"";"";"";"";"";
"14.03.2022 21:00";"-3.7";"753.1";"768.3";"1.2";"77";"Ветер, дующий с севера";"3";"7";"8";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.2";"";"";"";"";"";"";
"14.03.2022 18:00";"-3.0";"751.9";"766.9";"1.0";"76";"Ветер, дующий с северо-северо-запада";"2";"4";"9";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"Следы осадков";"12";"";"";"";"";
"14.03.2022 15:00";"-0.6";"750.9";"765.8";"0.5";"52";"Ветер, дующий с севера";"2";"6";"7";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"-9.3";"";"";"";"";"";"";
"14.03.2022 12:00";"0.1";"750.4";"765.3";"0.0";"52";"Ветер, дующий с северо-северо-запада";"3";"6";"6";"60%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.6";"";"";"";"";"";"";
"14.03.2022 09:00";"-2.6";"750.4";"765.4";"0.5";"71";"Ветер, дующий с северо-северо-запада";"2";"5";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"10.0";"-7.2";"";"";"";"";"";"";
"14.03.2022 06:00";"-3.0";"749.9";"764.9";"0.4";"92";"Ветер, дующий с северо-северо-запада";"1";"3";"3";"100%.";" ";"";"";"-3.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-4.2";"0.7";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"14.03.2022 03:00";"-3.2";"749.5";"764.5";"0.3";"94";"Ветер, дующий с севера";"1";"2";"5";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.1";"";"";"";"";"";"";
"14.03.2022 00:00";"-1.0";"749.2";"764.1";"-0.3";"92";"Ветер, дующий с севера";"2";"4";"4";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-2.1";"";"";"";"";"";"";
"13.03.2022 21:00";"-1.8";"749.5";"764.5";"-0.6";"94";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-2.6";"";"";"";"";"";"";
"13.03.2022 18:00";"-2.4";"750.1";"765.1";"-0.6";"90";"Ветер, дующий с запада";"1";"";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"-2.3";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-3.8";"0.4";"12";"";"";"";"";
"13.03.2022 15:00";"-2.6";"750.7";"765.7";"-1.1";"79";"Ветер, дующий с запада";"3";"6";"8";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-5.8";"";"";"";"";"";"";
"13.03.2022 12:00";"-3.9";"751.8";"766.9";"-0.7";"79";"Ветер, дующий с запада";"3";"6";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"3.0";"-7.1";"";"";"";"";"";"";
"13.03.2022 09:00";"-8.1";"752.5";"767.9";"-0.7";"73";"Ветер, дующий с запада";"2";"4";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-12.1";"";"";"";"";"";"";
"13.03.2022 06:00";"-9.9";"753.2";"768.7";"-0.5";"74";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"-10.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-13.7";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"45.0";
"13.03.2022 03:00";"-10.8";"753.7";"769.3";"0.0";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.8";"";"";"";"";"";"";
"13.03.2022 00:00";"-8.9";"753.7";"769.2";"0.2";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.1";"";"";"";"";"";"";
"12.03.2022 21:00";"-7.0";"753.5";"768.9";"0.4";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.0";"";"";"";"";"";"";
"12.03.2022 18:00";"-3.7";"753.1";"768.1";"0.5";"49";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"-1.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-12.9";"Осадков нет";"12";"";"";"";"";
